,PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus
17585,11044723,06/15/2012 04:46:14,808242,06/21/2011 10:36:14,1,1,"Want to remove Double Quote from both sides of the string ""1,62099""?","If my string is ""1,60299"" getting collection of UserCodes .... then if i want to remove "" from both ends what do i have to do ??

ex: strUserCode = ""1,62099,100156321""",wpf,vb.net,,,,06/18/2012 16:01:40,not a real question
128869,5224408,03/07/2011 19:41:14,595470,01/30/2011 02:32:20,15,0,How do I automatically map network drives using GPO?,"I have followed tutorials online for this. I create a GPO and go to the window to edit it. I select the mapped drives option and configure the network address of the drive. I have tried with the action set to create replace and update. Item level targeting is enabled and for the time being I am the only user listed there. Under security filtering in the general GPO settings I am the only user listed. And under links the GPO is linked at the domain level. In spite of all of this when I log onto the domain here my drives are not mapped. I am sure I am missing something, any help would be appreciated. Any info I left out I will be happy to provide upon request.",active-directory-group,,,,,03/08/2011 12:36:36,off topic
27266,6577714,07/05/2011 03:24:02,505797,06/23/2010 07:07:43,176,5,Is there any similar application like this one written in PHP?,I want to develop a website in Which it has a similar functionalities like this one:  http://www.regeltante.nl/  and this one  http://www.regeltante.nl/vraagaanbod/default_small_.asp? I want to it in a different location. As I can see it is Developed in ASP? (If I'm correct) and I want it too build it in PHP. I have read the documentation of Google Maps Javascript API Basics V3 but I do not know if I'm in the right course here. Do you have any similar demo for this in PHP? That could be a big help. ,php,mysql,google-maps,,,07/05/2011 03:49:44,not a real question
70417,328496,11/30/2008 05:41:23,7705,09/15/2008 14:16:31,1520,155,When would you use the Builder Pattern?,What are some common ral world examples of using the Builder Pattern in real life?  What does it by you?  Why not just use a factory?,design-patterns,,,,,10/14/2011 16:41:50,not constructive
132541,3197881,07/07/2010 18:54:11,34820,11/05/2008 20:04:52,1245,55,How to configure MAMP to serve perl CGI scripts (NOT localhost!),"I'm using MAMP-pro to serve my domain to the outside world.

I'm not a very experienced sys-admin, though I've slogged my way through a few basic things.  I know what apache is, and I can read-most-of but not generate-without-guide related .conf files.

I've got a perl script which I've tested from the command line and it works (outputs as desired.)

When I try to access said script from the browser, I get 404.

I've tried placing the script at:

* /Users/me/Sites/mydomain.com/htdocs/mycgi.pl
* /Users/me/Sites/mydomain.com/cgi-bin/mycgi.pl
* /Users/me/Sites/mydomain.com/htdocs/cgi-bin/mycgi.pl

and accessing it as:

* http://www.mydomain.com/mycgi.pl
* http://www.mydomain.com/cgi-bin/mycgi.pl

and all the various combinations, all to no avail (404.)

The script and its container directory have permissions 755.

So, what other steps am I missing?  Are there any good set-up guides?  I tried the MAMP-Pro manual, but it is filled with such information as ""the cancel button cancels the current operation"" and not really anything useful.  Google turned up several hits that all seem to talk about how to make this work on localhost, but I'm trying to serve this to the outside world.

Any hints?

Thanks!
",perl,cgi,mamp,,,,open
11602,8126058,11/14/2011 18:09:18,273657,02/15/2010 16:39:46,1003,14,Query insisting on columns in the 'Order By' clause match columns in the 'Group by' clause,"A bit of an odd one this one. I am trying to run the following query joining 3 tables. 

    Select t3.id, t3.name, t3.phone_no, t1.reg_dtm, count(t1.reg_dtm)
    from tableA t1, tableB t2, tableC t3
    Where t1.id = t2.id
    And t2.id = t3.id
    Group by t3.id, t3.name, t3.phone_no, t1.reg_dtm
    Order by t2.id, t1.reg_dtm

The above query returns the following error

    ORA-00979: not a GROUP BY expression

But if i change it so that everything in the group by clause is in the order by clause then it works. 

    Select t3.id, t3.name, t3.phone_no, t1.reg_dtm, count(t1.reg_dtm)
    from tableA t1, tableB t2, tableC t3
    Where t1.id = t2.id
    And t2.id = t3.id
    Group by t3.id, t3.name, t3.phone_no, t1.reg_dtm
    Order by t3.id, t3.name, t3.phone_no, t1.reg_dtm

What exactly is the reason for this? 

I think the problem is possibly because t2.id shown in the `order by` statement on the first query is not part of the `group by` statement. If this is the cause then why does it matter? I have never experienced this before and didn't think that there was any relationship between the group by and the order by statements. 

I tested the above on Oracle 10G as well as MySQL. 

Thanks in advance",mysql,sql,oracle,oracle10g,,,open
110376,1123324,07/14/2009 03:33:43,432987,07/14/2009 03:33:27,1,0,Is there any way of reading a timecode track of a uicktime movie with applescript,"I want to extract the timecode from a quicktime movie in Applescript.

By using this script

    tell application ""QuickTime Player""
    	set themovie to open thefile
    	set thetracks to tracks of document 1
    	repeat with thetrack in thetracks
    		if the kind of thetrack is ""Timecode"" then
    			get the properties of thetrack
    		end if
    	end repeat
    end tell

I can get the timecode track, the properties of the track are:

> {is audio variable rate:true, is video
> gray scale:false, audio sample size:0,
> class:track, audio sample rate:0.0,
> sound balance:0, preload:false,
> streaming bit rate:-1.0,
> duration:960300, language:""English"",
> audio channel count:0, layer:0,
> contents:missing value, bass gain:0,
> start time:0, data format:""Timecode"",
> treble gain:0, audio
> characteristic:false, sound volume:0,
> mask:missing value, video depth:0,
> position:{0, 0}, id:4, high
> quality:false, deinterlace
> fields:false, href:"""", natural
> dimensions:{0, 0}, single field:false,
> kind:""Timecode"", index:4, data
> size:38412, visual
> characteristic:false, data rate:100,
> never purge:false, transparency:49,
> chapterlist:{}, name:""Timecode Track"",
> alternate:{}, operation color:{32768,
> 32768, 32768}, enabled:true,
> type:""tmcd"", streaming quality:-1.0,
> transfer mode:transfer mode unknown,
> dimensions:{0, 0}, current
> matrix:{{1.0, 0.0, 0.0}, {0.0, 1.0,
> 0.0}, {0.0, 0.0, 1.0}}}

none of which seems to have anything to do with the timecode. Note that the contents property is ""missing value""

If I try to get the current time of the movie it returns 0, even if the timecode doesn't start at 0.

I'm thinking by what I've found on the net so far that this is impossible. Please prove me wrong

TIA
-stib",quicktime,applescript,,,,,open
42889,6783838,07/21/2011 22:57:53,764846,05/22/2011 13:59:50,5412,469,Google-chrome extension shows image only after few refreshes,"I just created downloadable/executable version of [Editor buttons for injecting documentation links](http://stackapps.com/questions/2234/editor-buttons-for-injecting-documentation-links/2501#2501) application. However, I'm having big problems with appearing icon. Sometimes I have to refresh page for example 15 times before I see that link

This is how it look:

![http://i.imgur.com/z00tzl.jpg](http://i.imgur.com/z00tzl.jpg)

This is how it look after some refreshes

![img](http://i.imgur.com/OrEOO.jpg)

What am I doing wrong? Or isn't that my fault?

[Source code](http://userscripts.org/scripts/review/107496) (I do not want to post source here because it's long and I'm sometimes updating it)",google-chrome,google-chrome-extension,greasemonkey,,,,open
38158,8796654,01/09/2012 23:27:19,271946,02/12/2010 15:46:38,373,4,How to reduce memory usage of threaded python code?,"I wrote about 50 classes that I use to connect and work with websites using mechanize and threading. They all work concurrently, but they don't depend on each other. So that means 1 class - 1 website - 1 thread. It's not particularly elegant solution, especially for managing the code, since lot of the code repeats in each class (but not nearly enough to make it into one class to pass arguments, as some sites may require additional processing of retrieved data in middle of methods - like 'login' - that others might not need). As I said, it's not elegant -- But it works. Needless to say I welcome all recommendations how to write this better without using 1 class for each website method. Adding additional functionality or overall code management of each class is a daunting task.

However, I found out, that each thread is takes about 8MB memory, so with 50 running threads we are looking at about 400MB usage. If it was running on my system I wouldn't have problem with that, but since it's running on a VPS with only 1GB memory, it's starting to be an issue. Can you tell me how to reduce the memory usage, or are there any other way to to work with multiple sites concurrently? ",python,multithreading,memory-allocation,,,,open
126944,778879,04/22/2009 19:44:27,89578,04/10/2009 19:36:20,227,10,How to enable visual styles in WPF for common dialogs?,"When using the wpf elements of my application, everything styles to the operating system, but when I use an OpenDialog or a MessageBox, it renders the older Windows 9X way.  Is there an easier way I can do an Application.EnableVisualStyles() equivalent call to make the message boxes and dialogs look the same as the rest of the application?",wpf,c#,,,,,open
68087,504396,02/02/2009 18:50:42,25615,10/06/2008 19:48:47,368,42,What's better? Sharing Code at the source or binary level.,"I've worked on a variety of projects and there seems to be some debate as to what is better.  I prefer to only share code at the binary level (assemblies in .NET, for example).  But I've worked with plenty of people that would rather share code at the source code level.  I say that adds too much risk of a breaking change.  What do you prefer to do and why?",code-reuse,teamwork,,,,05/08/2012 17:48:44,not constructive
